epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,93,19740,212.258064516,5.37468937933
2,160,31200,195.0,6.62845234656
3,107,40050,374.299065421,6.50737971342
4,123,34920,283.902439024,6.77359923239
5,77,57520,747.012987013,7.36910773937
6,76,61300,806.578947368,7.58971273318
7,91,84520,928.791208791,8.24133370999
8,73,108390,1484.79452055,8.43585086779
9,143,35020,244.895104895,8.77115233856
