mean_loss,epsilon
0.69683916019,0.9999406
0.414372704967,0.9998326
0.450209324302,0.9997534
0.428765535247,0.9995518
0.38701343447,0.9994879
0.293800944699,0.9994114
0.388023540198,0.9993169
0.447618033798,0.9991891
0.475703685857,0.9991279
0.455497441532,0.9990442
0.332744036938,0.998983
0.345633022673,0.9989173
0.320473246751,0.9988489
0.302759411775,0.998722
0.353584521828,0.9986005
0.401226483902,0.9984655
0.407087685288,0.9983602
0.369139242679,0.9982198
0.328307951567,0.9981271
0.370461570769,0.9980533
0.376800505835,0.9979687
0.275340058725,0.9978841
0.314200799845,0.997588
0.416998326366,0.9974917
0.363259919638,0.9973873
0.360545161837,0.9972775
0.374090800459,0.9971632
0.310348364287,0.9970471
0.344247924544,0.9969382
0.412800389218,0.9968662
0.337018678698,0.996796
0.371175098483,0.9966628
0.353704172317,0.9962731
0.353912796517,0.9961885
0.306749407244,0.996121
0.213176869553,0.9960454
0.267057553862,0.9959797
0.390896829411,0.9959248
0.312200118956,0.995815
0.35848036909,0.9957439
0.303385804933,0.9956584
0.266809263814,0.9955297
0.276340044666,0.9954127
0.386619238784,0.9952903
0.370828889635,0.9951715
0.319761769016,0.9950509
0.243591756746,0.9949933
0.459227372798,0.994924
0.296379304405,0.9948646
0.355603340834,0.9947908
0.332922615458,0.9947332
0.320654253633,0.9944587
0.248971345772,0.9943957
0.221244616355,0.9943291
0.372349941225,0.9942031
0.331929549254,0.9941464
0.220986023637,0.9940825
0.47515911411,0.9939907
0.366100928843,0.993889
0.238443594079,0.9938179
0.302603655576,0.9937459
0.326446289484,0.9936496
0.376053662335,0.9934066
0.501755297353,0.9933544
0.366415747387,0.993268
0.309820776175,0.9930214
0.344162232663,0.9929008
0.456160968287,0.9928468
0.253720584784,0.9927856
0.286181370562,0.9925129
0.358267716202,0.992449
0.326263044342,0.9923644
0.284359759987,0.9922681
0.336863734449,0.9920368
0.405987640256,0.9919684
0.295616776147,0.9919117
0.331047223633,0.9918073
0.333416701631,0.9917344
0.328505064758,0.9915823
0.366871425337,0.9915094
0.34115464732,0.9911566
0.329631801317,0.9910477
0.321526362722,0.9909856
0.20041038981,0.9909307
0.461529469073,0.9908731
0.353230143099,0.9907804
0.439086095003,0.9907192
0.222971508789,0.9906625
0.379538081506,0.9905365
0.142179144794,0.9904708
0.277593530424,0.9902854
0.383681648134,0.9901819
0.283277566717,0.9900721
0.320854482532,0.9899407
0.315913409174,0.9898345
0.468998481778,0.9897634
0.380787381734,0.989704
0.326351619195,0.9894988
0.354284899551,0.9894169
0.246050087894,0.9892963
0.392445995933,0.9892153
0.240431403331,0.9891559
0.327356791395,0.9890758
0.315170233431,0.9885565
0.364057526304,0.9884242
0.352055496961,0.9882937
0.312672914476,0.988093
0.3009125366,0.9880291
0.443447078083,0.9879274
0.322947852938,0.9878104
0.291558758627,0.9877051
0.300932579329,0.987517
0.325448303729,0.9874594
0.386924775124,0.9873928
0.403869151549,0.9872929
0.35592327376,0.9872155
0.281463274045,0.9868303
0.286632977449,0.9867529
0.311841362152,0.9866458
0.278908820192,0.9865486
0.277363719749,0.9862831
0.345537550322,0.9861067
0.326677150386,0.9859735
0.224159154925,0.9859042
0.269031635757,0.9858376
0.281340355577,0.9857359
0.322478697497,0.9856153
0.260883609588,0.9854029
0.269100604841,0.9853237
0.31343379305,0.9850231
0.339252818478,0.9848881
0.352062653053,0.984784600001
0.333131886563,0.984698200001
0.265356158842,0.984433600001
0.299191967636,0.984242800001
0.358093702236,0.984117700001
0.392130101249,0.983919700001
0.347756717847,0.983805400001
0.216184435169,0.983737000001
0.397245700133,0.983589400001
0.451525149012,0.983487700001
0.31331766368,0.983397700001
0.294893878096,0.983249200001
0.311777544091,0.983181700001
0.353131636613,0.983026900001
0.351925025108,0.982888300001
0.428668538178,0.982768600001
0.338671935065,0.982705600001
0.292457004553,0.982643500001
0.335363900933,0.982482400001
0.329526616569,0.982364500001
0.334755050761,0.982307800001
0.264627932542,0.982215100001
0.335887254674,0.982125100001
0.311469636664,0.982003600001
0.42601672014,0.981928900001
0.273549252395,0.981848800001
0.298457759541,0.981676000001
0.311214156524,0.981306100001
0.380644762031,0.981199000001
0.292360094831,0.981023500001
0.333495504913,0.980761600001
0.349970829139,0.980658100001
0.390956773899,0.980579800001
0.276473322701,0.980509600001
0.292992650612,0.980238700001
0.262304274404,0.980116300001
0.280966904961,0.979986700001
0.313070357622,0.979926400001
0.37732231484,0.979864300001
0.270632054147,0.979707700001
0.314662764021,0.979498000001
0.389951214402,0.979253200001
0.342388759373,0.979146100001
0.244100021699,0.979066900001
0.396523250447,0.979012900001
0.298683714837,0.978842800001
0.387425325095,0.978697900001
0.318361116285,0.978592600001
0.295207809062,0.978475600001
0.300805011579,0.978276700001
0.502315897146,0.978213700001
0.319193160534,0.978150700001
0.365810492331,0.978086800001
0.273695648499,0.977984200001
0.335127543132,0.977905900001
0.359018803889,0.977826700001
0.215773140254,0.977738500001
0.344892802204,0.977653900001
0.236667404394,0.977594500001
0.341500354289,0.977468500001
0.342184899099,0.977393800001
0.34830653363,0.977221000001
0.164019463913,0.977160700001
0.227212769226,0.977059000001
0.257368634534,0.976945600001
0.293020162492,0.976779100001
0.388292310085,0.976684600001
0.278775470528,0.976560400001
0.325043091426,0.976404700001
0.308547573082,0.976252600001
0.335891112883,0.976186000001
0.344350100687,0.976105900001
0.189504116756,0.976005100001
0.224050939968,0.975949300001
0.337647613297,0.975775600001
0.191357877681,0.975677500001
0.389181803707,0.975569500001
0.28896785633,0.975364300001
0.305503185038,0.975277900001
0.225590135228,0.974966500001
0.217911469041,0.974839600001
0.375558870934,0.974764900001
0.309333304855,0.974689300001
0.368552021683,0.974607400001
0.295841139466,0.974554300001
0.271230999456,0.974481400001
0.343245124261,0.974390500001
0.318237315439,0.974300500001
0.312448305666,0.974181700001
0.279369780944,0.974015200001
0.221799259544,0.973888300001
0.290185757223,0.973798300001
0.34400408953,0.973665100001
0.193234635488,0.973597600001
0.351708995331,0.973480600001
0.397779263872,0.973412200001
0.363090369706,0.973207900001
0.336010422931,0.972955900001
0.304684178769,0.972780400001
0.342733946881,0.972675100001
0.222612769311,0.972611200001
0.317091433494,0.972538300001
0.362029052098,0.972445600001
0.311768325536,0.972305200001
0.294467224179,0.972220600001
0.274634173311,0.972146800001
0.30407560435,0.971962300001
0.386592776566,0.971856100001
0.290309477303,0.971734600001
0.298218235959,0.971647300001
0.301726856704,0.971334100001
0.340085387747,0.971128000001
0.301748641235,0.971038900001
0.372841817003,0.970964200001
0.340824023816,0.970739200001
0.347009121403,0.970617700001
0.247272275188,0.970510600001
0.306867676487,0.970453900001
0.36973397016,0.970358500001
0.396355348106,0.970279300001
0.197710818036,0.970220800001
0.330838552114,0.970033600001
0.240071781154,0.969949900001
0.30769546958,0.969876100001
0.436612551314,0.969803200001
0.2690104985,0.969731200001
0.275393093812,0.969559300001
0.311529251371,0.969484600001
0.309500276719,0.969421600001
0.33002169277,0.969290200001
0.362353346846,0.969141700001
0.252808960439,0.969023800001
0.320961673543,0.968958100001
0.254135081546,0.968833900001
0.335371704447,0.968777200001
0.330800454695,0.968512600001
0.375141705065,0.968354200001
0.313757308869,0.968251600001
0.318701937529,0.968167900001
0.297811465163,0.968017600001
0.29864056944,0.967948300001
0.279432172837,0.967819600001
0.306689889703,0.967762900001
0.260898835504,0.967689100001
0.357573553166,0.967550500001
0.457488396233,0.967493800001
0.343820035465,0.967419100001
0.304500238566,0.967303000001
0.234052363385,0.967105000001
0.376640172077,0.967037500001
0.356504101889,0.966944800001
0.357607433136,0.966828700001
0.186101618313,0.966711700001
0.341585583568,0.966574900001
0.308840476918,0.966507400001
0.408168275287,0.966433600001
0.263986063453,0.966367900001
0.382610744736,0.966313000001
0.392875360884,0.966242800001
0.356505203714,0.966115000001
0.299600467582,0.966003400001
0.318280921337,0.965918800001
0.232892877954,0.965840500001
0.226878150953,0.965721700001
0.323881812217,0.965624500001
0.25916853301,0.965564200001
0.310286821605,0.965422900001
0.360934600977,0.965354500001
0.2736303229,0.965242000001
0.426587039733,0.965167300001
0.347857569498,0.965104300001
0.302293707817,0.964930600001
0.363160164549,0.964784800001
0.26180166902,0.964718200001
0.320874774727,0.964601200001
0.287447431531,0.964476100001
0.285157448821,0.964405900001
0.338863787116,0.964348300001
0.297628284778,0.964288000001
0.330255150561,0.964178200001
0.441802529007,0.964101700001
0.451182411778,0.964016200001
0.276044056377,0.963886600001
0.306849120993,0.963481600001
0.251091143151,0.963302500001
0.213404521994,0.963182800001
0.433299672078,0.963102700001
0.401180984378,0.963031600001
0.308731747217,0.962965900001
0.337143820818,0.962909200001
0.32370165587,0.962688700001
0.24088430721,0.962626600001
0.263707903035,0.962541100001
0.306125377087,0.962407000001
0.259826319136,0.962348500001
0.352498577486,0.962133400001
0.388644042496,0.962065900001
0.270385931984,0.962001100001
0.294206689451,0.961899400001
0.449313169378,0.961772500001
0.290147164073,0.961705900001
0.302319347186,0.961653700001
0.368241720639,0.961579900001
0.34413564907,0.961489000001
0.366216216985,0.961413400001
0.316894559617,0.961310800001
0.314811906305,0.961102000001
0.184377307718,0.960996700001
0.342083896792,0.960891400001
0.31397760811,0.960834700001
0.361274028122,0.960580000001
0.318489100593,0.960463000001
0.341937025166,0.960352300001
0.249766193125,0.960285700001
0.221493628654,0.960181300001
0.355977178762,0.959965300001
0.372187855613,0.959832100001
0.268995389513,0.959713300001
