mean_loss,epsilon
0.838659647979,0.9999352
0.619736679779,0.9998677
0.536381876847,0.9996607
0.610511873796,0.9995923
0.590459823283,0.9994843
0.507493618448,0.9994168
0.517683152586,0.9993358
0.458486710546,0.9992719
0.527164888576,0.999091
0.361028432742,0.9990253
0.462294638847,0.9989596
0.460774698928,0.9988966
0.58782473661,0.99874
0.53234796664,0.998632
0.508248709548,0.9985213
0.59854668033,0.9984925
0.470634142807,0.9984214
0.533378518721,0.9983116
0.372034686594,0.9982441
0.48071072859,0.9981253
0.443970993979,0.9980209
0.473023223151,0.9979543
0.681323104299,0.9978877
0.374558264398,0.9978679
0.38631348479,0.9977653
0.577890418211,0.9976978
0.521441601264,0.997588
0.653208938442,0.9975646
0.545121774211,0.997498
0.468059618401,0.9973819
0.50776147,0.9973144
0.369584061482,0.9972928
0.637271479759,0.9971677
0.593157132101,0.997102
0.464872882972,0.9970363
0.596993885361,0.9969184
0.478604045317,0.9968167
0.504290652327,0.9966934
0.519588772534,0.9966277
0.3837404353,0.9966079
0.509344299362,0.9964801
0.434904516501,0.9964135
0.473725663358,0.9962974
0.518187580432,0.9962749
0.401673299546,0.9962119
0.601471811974,0.9960949
0.578947621505,0.9959689
0.716021941422,0.9959491
0.531892256414,0.9958375
0.46714223413,0.9957349
0.431327625076,0.995617
0.550474314547,0.9955594
0.450259039335,0.9954577
0.458095443705,0.9953443
0.563512912084,0.9952768
0.549416803477,0.9952066
0.711961280462,0.9951175
0.577620731784,0.9949744
0.364654157398,0.9948385
0.581863599983,0.9947746
0.481898683436,0.9946828
0.534420269031,0.9946171
0.410790353086,0.9945496
0.536721098494,0.9944803
0.462736748768,0.9943318
0.434076919708,0.9942661
0.532049442646,0.9941527
0.456855413223,0.9940384
0.448750127981,0.9939304
0.600491812619,0.9938647
0.463108612856,0.9937459
0.575610843961,0.9936829
0.515265739157,0.9935749
0.443798890259,0.9934246
0.601996263279,0.993358
0.457873798856,0.9932401
0.531767009487,0.9931699
0.48603557172,0.993052
0.44145735703,0.9929863
0.332225468075,0.9929665
0.527385719572,0.9929017
0.508753409182,0.9927865
0.497787651453,0.9927208
0.440805780239,0.9926974
0.372407952486,0.9925885
0.477464735001,0.9925228
0.362051428269,0.9924175
0.432461274746,0.9923491
0.631084216805,0.9922879
0.45499479726,0.9921736
0.440807230658,0.9921079
0.503906626109,0.9920197
0.449690547364,0.9919549
0.578326925295,0.9918883
0.480974438124,0.9918217
0.502883228447,0.9918001
0.42496690772,0.9916768
0.492792181151,0.9916102
0.412436445556,0.9915382
0.500602232661,0.9914716
0.359153063101,0.9913627
0.563975871159,0.9912646
0.485293352021,0.9911593
0.553670193665,0.9910801
0.484924853805,0.9909649
0.501124545458,0.9908047
0.501549052792,0.9907381
0.618992026633,0.9906445
0.493074305487,0.9905374
0.561619604482,0.9904231
0.543395419855,0.9903574
0.569321447423,0.9903367
0.621409100007,0.9902746
0.594421806171,0.9901486
0.496223454873,0.9900811
0.317556973842,0.9900127
0.530891602417,0.9898894
0.51440841677,0.9897643
0.613843499786,0.9896815
0.601146665949,0.9896122
0.514074974517,0.9895483
0.493625009622,0.9894817
0.571187312763,0.9893701
0.649978190028,0.9893476
0.393050510682,0.9892468
0.462062920732,0.9891271
0.381799950694,0.9890614
0.425290366598,0.9889939
0.530305586743,0.988876
0.444174245574,0.9887185
0.415410591997,0.9886528
0.440083112638,0.9885934
0.424059885746,0.9884845
0.517211029008,0.9884143
0.458275070231,0.9883027
0.655091918013,0.9882028
0.560782443428,0.9881407
0.465020714527,0.9880237
0.497652859456,0.9878941
0.69781507034,0.9878734
0.581663978724,0.987715
0.433991451994,0.9876133
0.600617769937,0.9874999
0.499063702218,0.9874774
0.573343152613,0.9874108
