mean_loss,epsilon
0.561086287457,0.9999181
0.273774263976,0.9998875
0.181078248918,0.9998641
0.309492922097,0.9997993
0.242631915396,0.9997768
0.599720670244,0.9997552
0.503910931833,0.9997273
0.471532016437,0.9997075
0.37367470717,0.9996598
0.307316245916,0.9996382
0.285732398514,0.9995734
0.238094112686,0.9995491
0.194020381867,0.9995275
0.408610839897,0.9994771
0.31634702221,0.9994564
0.424971129569,0.9993457
0.360402574034,0.9993232
0.231685996927,0.9992926
0.410491252772,0.999271
0.349849156726,0.9992458
0.354865673975,0.9991837
0.613743042285,0.999163
0.205102821139,0.9991414
0.235966729271,0.9991171
0.614743042068,0.9990901
0.20887393417,0.9990703
0.500071766199,0.9990487
0.275683944707,0.9990262
0.513482130426,0.9989992
0.341839134972,0.9989749
0.383677200758,0.9988417
0.44647901878,0.998821
0.159450088758,0.9988003
0.629517212875,0.9987778
0.14866336891,0.998758
0.354674639243,0.9987355
0.407983324717,0.9987157
0.284453963677,0.9986923
0.5235290153,0.9986635
0.33077658182,0.998641
0.147570271388,0.9986212
0.302849444992,0.9985717
0.288411423488,0.998497
0.378993930946,0.9984457
0.312182642112,0.998425
0.42503256835,0.9983989
0.250642625544,0.9983719
0.239333742853,0.9983044
0.46978653077,0.9982828
0.482985515719,0.9982612
0.173612864179,0.9982243
0.378446302981,0.9982027
0.385503964146,0.9981406
0.240166677653,0.998119
0.310505483657,0.9980974
0.384113121037,0.9980335
0.311489303766,0.9979255
0.348819952053,0.9978994
0.448704221513,0.9978058
0.377122071473,0.9977824
0.316603006836,0.997759
0.41303895339,0.997669
0.343870101659,0.9976465
0.459827233527,0.9975961
0.352682398328,0.9975745
0.556920692213,0.9975511
0.422995080064,0.9975277
0.329798526598,0.9975034
0.410976298686,0.997435
0.349338368508,0.9974152
0.298314463597,0.9973918
0.185983493505,0.9973675
0.550482052732,0.9973477
0.446548865948,0.9973252
0.477869386419,0.9973027
0.220561754653,0.9972487
0.211696405472,0.997228
0.613389563601,0.9972001
0.212889503172,0.9971731
0.27781510621,0.9971533
0.291957064287,0.9971209
0.419521191586,0.9970984
0.310097206149,0.9970354
0.324305343384,0.9970102
0.397533153525,0.9969814
0.277295410859,0.9969589
0.390116301186,0.9968914
0.397233431753,0.9968446
0.366742970989,0.9968194
0.323696286774,0.9967942
0.310137884056,0.9967717
0.546291151694,0.9967501
0.516781199702,0.9967303
0.355731265191,0.996706
0.537672964877,0.9966862
0.275377499674,0.9966574
0.621452443028,0.9966313
0.332318363734,0.996607
0.303499867064,0.9965854
0.335458456032,0.9965215
0.357805594756,0.9964981
0.27993470607,0.9964684
0.361277790256,0.9964009
0.430519173563,0.9963784
0.275915193213,0.996355
0.203896195735,0.9963298
0.3523789707,0.9963046
0.2520541616,0.9962848
0.265094283945,0.9962632
0.476205252635,0.9962416
0.297866730247,0.9962155
0.50335977267,0.9961912
0.569751468025,0.9961669
0.361939131324,0.9961417
