epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,116,4636,39.9655172414,2.21251747651
2,79,12491,158.113924051,3.50392269421
3,71,16415,231.197183099,4.99565037105
4,66,16692,252.909090909,5.10426887531
5,74,15594,210.72972973,5.06004522208
6,74,18871,255.013513514,5.33576626096
7,80,21580,269.75,5.34295505732
8,76,19521,256.855263158,5.28810000151
9,110,5004,45.4909090909,5.47675218113
10,86,20090,233.604651163,5.23269078076
11,71,18934,266.676056338,5.25024739783
